keyboard,letters,words,time,wpm,lps,accuracy,raw_accuracy,consistency,typer,text_type
DVORAK,371,63,30.801,123,12,100,100,89.05568063568452,10Fingers,Dummy
simulation1,997,159,83.774,114,12,100,100,94.72947513633164,10Fingers,Article
COLEMAK,409,72,33.246,130,12,100,100,86.7020647351881,10Fingers,Article
simulation3,524,84,42.842,118,12,100,100,89.9980735546258,10Fingers,Code
simulation3,281,32,30.732,62,9,100,100,83.59531347006828,10Fingers,Book
simulation3,505,83,41.456,120,12,100,100,85.59377831092826,10Fingers,Code
simulation2,269,44,24.153,109,11,100,100,85.84267348325103,10Fingers,Code
simulation2,519,47,55.06,51,9,100,100,91.2665693018517,10Fingers,Book
QWERTY,408,64,33.229,116,12,100,100,90.67775980320886,10Fingers,Dummy
COLEMAK,436,72,32.063,135,14,100,100,91.56748927243818,10Fingers,Dummy
simulation2,669,102,61.229,100,11,100,100,94.33431035514587,10Fingers,Book
DVORAK,397,66,31.687,125,13,100,100,89.21821477996302,10Fingers,Code
simulation1,265,17,25.534,40,10,100,100,76.45655264795198,10Fingers,Article
DVORAK,355,57,27.919,122,13,100,100,91.0252540489905,10Fingers,Article
DVORAK,557,81,42.308,115,13,100,100,93.60971746610292,10Fingers,Book
COLEMAK,505,85,49.148,104,10,100,100,93.13120053941991,10Fingers,Book
DVORAK,529,106,41.199,154,13,100,100,88.02724875551995,10Fingers,Code
QWERTY,297,39,27.865,84,11,100,100,85.11565793274613,10Fingers,Dummy
DVORAK,652,111,51.154,130,13,100,100,89.47833504524408,10Fingers,Article
simulation3,544,86,42.643,121,13,100,100,92.41907316105068,10Fingers,Article
DVORAK,687,97,52.671,110,13,100,100,94.39714668957471,10Fingers,Dummy
simulation2,872,131,82.267,96,11,100,100,89.62034625225238,10Fingers,Article
simulation2,532,82,49.472,99,11,100,100,89.32306882538165,10Fingers,Dummy
COLEMAK,516,77,39.453,117,13,100,100,90.86704917379392,10Fingers,Book
QWERTY,318,35,29.949,70,11,100,100,83.7559714797421,10Fingers,Code
COLEMAK,261,29,17.262,101,15,100,100,59.7323112125109,10Fingers,Book
QWERTY,260,40,22.875,105,11,100,100,92.22904190412592,10Fingers,Article
COLEMAK,630,97,46.309,126,14,100,100,89.47533133288319,10Fingers,Article
DVORAK,505,77,36.685,126,14,100,100,90.91129007297735,10Fingers,Dummy
simulation2,282,45,24.071,112,12,100,100,91.00962808970276,10Fingers,Dummy
QWERTY,497,79,40.975,116,12,100,100,89.58575224133523,10Fingers,Article
QWERTY,540,62,41.177,90,13,100,100,89.82693257525936,10Fingers,Code
COLEMAK,387,52,36.822,85,11,100,100,90.08987892400731,10Fingers,Dummy
DVORAK,424,60,32.095,112,13,100,100,93.79938134245478,10Fingers,Dummy
COLEMAK,292,49,21.294,138,14,100,100,83.17498323756912,10Fingers,Book
QWERTY,503,94,40.309,140,12,100,100,73.21814705354012,10Fingers,Article
DVORAK,569,96,50.164,115,11,100,100,80.96138141700725,10Fingers,Book
simulation2,263,44,20.333,130,13,100,100,87.46201235022163,10Fingers,Book
simulation1,365,48,30.224,95,12,100,100,91.1253515336229,10Fingers,Dummy
simulation1,696,115,53.93,128,13,100,100,93.21095431244237,10Fingers,Dummy
DVORAK,763,127,62.038,123,12,100,100,94.8058899672637,10Fingers,Article
simulation3,490,65,44.508,88,11,100,100,92.41976447289763,10Fingers,Dummy
COLEMAK,382,51,29.269,105,13,100,100,88.81063497508126,10Fingers,Book
QWERTY,325,62,25.381,147,13,100,100,93.31576221538882,10Fingers,Article
QWERTY,375,51,37.581,81,10,100,100,87.2594378836769,10Fingers,Code
simulation2,512,84,47.395,106,11,100,100,87.41222229084802,10Fingers,Article
simulation3,374,55,30.308,109,12,100,100,82.51573942087568,10Fingers,Book
COLEMAK,363,55,29.598,111,12,100,100,90.92072808599589,10Fingers,Code
simulation3,374,53,33.955,94,11,100,100,85.17455477517015,10Fingers,Dummy
COLEMAK,810,126,66.515,114,12,100,100,96.04475258274339,10Fingers,Dummy
simulation3,768,136,63.047,129,12,100,100,91.52202708642366,10Fingers,Article
COLEMAK,369,53,33.343,95,11,100,100,85.63237031291513,10Fingers,Code
DVORAK,263,39,20.501,114,13,100,100,69.22044652824903,10Fingers,Dummy
simulation3,370,53,29.979,106,12,100,100,91.83679437443266,10Fingers,Code
simulation1,373,62,31.229,119,12,100,100,82.98661629361351,10Fingers,Article
simulation3,494,64,44.991,85,11,100,100,87.82403887793205,10Fingers,Article
simulation2,543,61,60.184,61,9,100,100,75.72846308301534,10Fingers,Code
QWERTY,511,37,51.343,43,10,100,100,87.15134134728515,10Fingers,Article
simulation3,280,41,21.661,114,13,100,100,86.56809295452594,10Fingers,Dummy
simulation3,684,111,55.542,120,12,100,100,93.22181113544892,10Fingers,Code
COLEMAK,510,45,49.155,55,10,100,100,70.89972382143205,10Fingers,Dummy
COLEMAK,578,89,44.831,119,13,100,100,93.53294683575669,10Fingers,Dummy
QWERTY,752,113,63.812,106,12,100,100,92.65955239603645,10Fingers,Article
simulation3,374,59,28.853,123,13,100,100,89.02419703708419,10Fingers,Code
simulation1,262,35,26.423,79,10,100,100,88.64701071062208,10Fingers,Book
simulation1,521,90,38.254,141,14,100,100,88.83173660585729,10Fingers,Dummy
DVORAK,715,119,56.273,127,13,100,100,90.9168450662637,10Fingers,Dummy
DVORAK,690,108,55.053,118,13,100,100,93.71132754638954,10Fingers,Code
DVORAK,287,59,25.092,141,11,100,100,88.1141868964915,10Fingers,Code
simulation3,373,26,35.703,44,10,100,100,91.16466776245952,10Fingers,Dummy
simulation3,745,119,59.777,119,12,100,100,91.1742024606935,10Fingers,Code
DVORAK,287,36,25.297,85,11,100,100,79.23242441183554,10Fingers,Dummy
QWERTY,736,125,63.271,119,12,100,100,93.38959805950341,10Fingers,Dummy
DVORAK,385,64,28.875,133,13,100,100,93.05062724024964,10Fingers,Code
simulation1,360,56,32.324,104,11,100,100,70.24622902655409,10Fingers,Dummy
QWERTY,363,62,29.612,126,12,100,100,88.53830189510636,10Fingers,Dummy
COLEMAK,835,144,68.181,127,12,100,100,92.9950263397325,10Fingers,Dummy
QWERTY,804,129,69.73,111,12,100,100,92.68355866842381,10Fingers,Dummy
COLEMAK,761,131,61.978,127,12,100,100,93.71885163540226,10Fingers,Code
simulation2,336,49,29.945,98,11,100,100,88.91502440610587,10Fingers,Dummy
simulation2,786,117,72.64,97,11,100,100,93.38248661041611,10Fingers,Dummy
simulation2,352,56,30.615,110,11,100,100,91.93856279221927,10Fingers,Article
COLEMAK,713,105,55.136,114,13,100,100,87.68583491167252,10Fingers,Book
simulation2,539,105,47.6,132,11,100,100,95.51453310885893,10Fingers,Book
DVORAK,507,92,54.575,101,9,100,100,90.60147824741789,10Fingers,Code
simulation2,521,57,52.419,65,10,100,100,82.84411650784858,10Fingers,Code
simulation2,358,71,33.641,127,11,100,100,85.76427717985833,10Fingers,Dummy
COLEMAK,781,124,62.91,118,12,100,100,91.21818341727653,10Fingers,Article
simulation1,286,46,23.421,118,12,100,100,92.04117624344688,10Fingers,Code
COLEMAK,508,91,47.162,116,11,100,100,89.64496847338769,10Fingers,Dummy
simulation1,724,112,58.349,115,12,100,100,92.14817009348614,10Fingers,Dummy
DVORAK,829,124,69.424,107,12,100,100,92.9668523500754,10Fingers,Book
simulation3,553,88,52.1,101,11,100,100,89.52026330353365,10Fingers,Code
simulation3,289,31,23.78,78,12,100,100,86.59450169699787,10Fingers,Article
simulation1,378,55,31.523,105,12,100,100,83.78203189047099,10Fingers,Book
simulation3,113,21,8.71,145,13,100,100,92.26841106151296,10Fingers,Dummy
simulation1,901,141,75.49,112,12,100,100,94.5147241956505,10Fingers,Article
simulation3,507,82,39.34,125,13,100,100,91.00771091678894,10Fingers,Code
COLEMAK,414,62,39.61,94,10,100,100,71.27652665231818,10Fingers,Dummy
DVORAK,691,109,55.556,118,12,100,100,90.24077421800254,10Fingers,Book
DVORAK,553,88,40.854,129,14,100,100,89.34517188492525,10Fingers,Book
simulation1,361,57,36.443,94,10,100,100,87.6628271382262,10Fingers,Code
simulation1,377,66,39.338,101,10,100,100,88.3867187742039,10Fingers,Book
simulation1,397,62,29.627,126,13,100,100,87.71599344374685,10Fingers,Code
simulation1,268,30,24.339,74,11,100,100,82.41611971,10Fingers,Code
QWERTY,267,46,23.166,119,12,100,100,86.45444859892746,10Fingers,Code
simulation3,379,26,37.453,42,10,100,100,64.2502950391299,10Fingers,Article
simulation3,325,36,30.089,72,11,100,100,89.80968369873919,10Fingers,Book
DVORAK,266,48,19.86,145,13,100,100,90.14413786933639,10Fingers,Article
simulation2,301,50,25.328,118,12,100,100,92.17999348728682,10Fingers,Code
COLEMAK,353,47,29.541,95,12,100,100,86.14264567628057,10Fingers,Dummy
simulation1,421,77,31.921,145,13,100,100,91.78658306069866,10Fingers,Code
COLEMAK,379,46,34.309,80,11,100,100,81.16360882707593,10Fingers,Dummy
QWERTY,423,71,34.233,124,12,100,100,91.17244958262835,10Fingers,Book
simulation1,274,48,18.65,154,15,100,100,93.74618759372085,10Fingers,Book
QWERTY,273,48,20.299,142,13,100,100,85.35300437348674,10Fingers,Article
simulation1,520,60,41.944,86,12,100,100,91.78682519496952,10Fingers,Article
simulation3,1201,184,112.232,98,11,100,100,90.85490829528717,10Fingers,Code
COLEMAK,354,48,33.301,86,11,100,100,89.61733104488926,10Fingers,Article
simulation2,565,79,50.256,94,11,100,100,93.21777709456168,10Fingers,Code
simulation2,260,41,24.031,102,11,100,100,87.22425702267931,10Fingers,Book
DVORAK,270,50,18.006,167,15,100,100,95.79157662421916,10Fingers,Article
simulation1,514,74,48.308,92,11,100,100,89.26227784179721,10Fingers,Dummy
simulation2,857,135,80.304,101,11,100,100,87.24419842624067,10Fingers,Article
COLEMAK,546,81,42.626,114,13,100,100,83.74443480476882,10Fingers,Code
QWERTY,519,69,51.58,80,10,100,100,85.80657703976736,10Fingers,Book
COLEMAK,545,107,43.357,148,13,100,100,87.45771724635694,10Fingers,Dummy
simulation2,788,120,73.569,98,11,100,100,90.36916240578324,10Fingers,Book
QWERTY,269,43,25.837,100,10,100,100,91.16051095606852,10Fingers,Book
simulation2,561,100,49.265,122,11,100,100,91.11371765983029,10Fingers,Code
COLEMAK,367,55,26.541,124,14,100,100,85.9902660456845,10Fingers,Dummy
simulation3,443,61,32.437,113,14,100,100,87.88982355608093,10Fingers,Article
simulation1,272,45,19.085,141,14,100,100,86.88487679139385,10Fingers,Dummy
simulation2,541,86,47.691,108,11,100,100,80.84145159314293,10Fingers,Book
QWERTY,419,69,34.315,121,12,100,100,91.24540836618814,10Fingers,Code
simulation1,407,32,35.512,54,11,100,100,68.58919111897967,10Fingers,Code
DVORAK,502,55,46.533,71,11,100,100,76.74102548594709,10Fingers,Dummy
simulation3,352,61,27.064,135,13,100,100,91.74966101088657,10Fingers,Book
simulation2,528,89,45.828,117,12,100,100,89.19023258736823,10Fingers,Code
simulation1,288,35,29.323,72,10,100,100,57.0307908698338,10Fingers,Book
COLEMAK,545,79,45.328,105,12,100,100,87.95262094911011,10Fingers,Book
simulation2,406,73,34.138,128,12,100,100,89.2438501198618,10Fingers,Book
DVORAK,503,77,37.066,125,14,100,100,91.7557383746269,10Fingers,Dummy
QWERTY,491,80,40.618,118,12,100,100,88.51589648514783,10Fingers,Article
COLEMAK,435,66,37.688,105,12,100,100,87.46018450838899,10Fingers,Dummy
simulation3,586,87,46.887,111,12,100,100,94.65798525005304,10Fingers,Code
QWERTY,370,61,33.2,110,11,100,100,88.90807637777294,10Fingers,Book
simulation3,354,58,26.342,132,13,100,100,92.35125828389496,10Fingers,Code
simulation3,269,31,29.238,64,9,100,100,82.86538703308149,10Fingers,Book
COLEMAK,279,44,21.048,125,13,100,100,88.39961905587788,10Fingers,Code
COLEMAK,513,29,55.122,32,9,100,100,64.72219307416121,10Fingers,Code
QWERTY,509,38,51.036,45,10,100,100,78.84589831385837,10Fingers,Code
QWERTY,384,47,36.864,76,10,100,100,74.2749236435221,10Fingers,Dummy
COLEMAK,910,140,75.528,111,12,100,100,95.47122799482104,10Fingers,Code
COLEMAK,365,29,21.235,82,17,100,100,88.56657508882041,10Fingers,Article
DVORAK,336,39,34.575,68,10,100,100,68.68527465561195,10Fingers,Book
QWERTY,545,98,41.687,141,13,100,100,92.5872115448333,10Fingers,Book
QWERTY,411,77,35.435,130,12,100,100,91.18980120368956,10Fingers,Article
simulation2,261,36,24.365,89,11,100,100,90.50639333507186,10Fingers,Article
simulation2,434,69,37.43,111,12,100,100,90.42211688814561,10Fingers,Code
simulation2,541,59,53.22,67,10,100,100,78.51948510983584,10Fingers,Code
COLEMAK,506,40,48.801,49,10,100,100,53.07307411453523,10Fingers,Code
simulation2,385,66,35.915,110,11,100,100,91.58331110621175,10Fingers,Book
DVORAK,363,76,28.672,159,13,100,100,92.79686127478698,10Fingers,Book
simulation2,411,68,36.069,113,11,100,100,92.84313850329713,10Fingers,Dummy
simulation2,385,64,33.074,116,12,100,100,93.37968854927202,10Fingers,Article
simulation2,373,60,32.998,109,11,100,100,92.36944394702587,10Fingers,Code
DVORAK,351,48,34.222,84,10,100,100,87.06407567229418,10Fingers,Dummy
simulation3,651,101,53.191,114,12,100,100,90.58327712087437,10Fingers,Article
simulation2,502,61,51.512,71,10,100,100,87.25624795131247,10Fingers,Article
simulation3,261,39,20.758,113,13,100,100,92.20011616776948,10Fingers,Book
simulation3,413,64,32.342,119,13,100,100,83.88063004414938,10Fingers,Code
simulation1,262,43,25.064,103,10,100,100,71.72973223433704,10Fingers,Dummy
DVORAK,431,69,33.666,123,13,100,100,92.25556605039341,10Fingers,Book
COLEMAK,523,102,42.907,143,12,100,100,95.02296011880715,10Fingers,Article
simulation1,412,66,31.909,124,13,100,100,92.93095042395127,10Fingers,Dummy
simulation2,307,49,26.425,111,12,100,100,92.00406052145718,10Fingers,Article
simulation2,364,52,34.015,92,11,100,100,94.74136346956959,10Fingers,Book
DVORAK,540,86,43.1,120,13,100,100,92.40509877705811,10Fingers,Dummy
simulation3,560,79,44.572,106,13,100,100,91.55997132681384,10Fingers,Code
simulation3,269,27,27.285,59,10,100,100,88.67453417620708,10Fingers,Dummy
simulation1,794,126,64.279,118,12,100,100,91.78163018486327,10Fingers,Dummy
simulation3,566,100,44.09,136,13,100,100,91.74597129400885,10Fingers,Dummy
simulation1,792,125,64.058,117,12,100,100,89.42998437311559,10Fingers,Dummy
QWERTY,685,110,59.009,112,12,100,100,90.18239206936916,10Fingers,Article
simulation3,520,75,49.145,92,11,100,100,93.51581971894105,10Fingers,Book
simulation3,328,53,24.508,130,13,100,100,92.14714989895802,10Fingers,Article
simulation2,293,46,25.914,107,11,100,100,91.62119083417318,10Fingers,Article
simulation2,602,101,52.01,117,12,100,100,90.70969504858652,10Fingers,Dummy
DVORAK,932,140,78.515,107,12,100,100,93.1883653789319,10Fingers,Article
simulation2,342,59,30.493,116,11,100,100,92.67168830019357,10Fingers,Book
QWERTY,386,64,31.506,122,12,100,100,90.69930869177139,10Fingers,Article
simulation2,500,78,43.296,108,12,100,100,85.05015557564067,10Fingers,Book
simulation3,387,73,31.029,141,12,100,100,93.32585470701066,10Fingers,Code
simulation2,519,83,43.535,114,12,100,100,93.46231438440202,10Fingers,Code
QWERTY,274,24,24.755,58,11,100,100,79.55065195930817,10Fingers,Book
simulation3,292,58,21.942,159,13,100,100,92.08315951476536,10Fingers,Dummy
COLEMAK,515,83,39.406,126,13,100,100,93.54262400210168,10Fingers,Article
simulation3,274,30,25.317,71,11,100,100,71.98712250843383,10Fingers,Code
DVORAK,356,67,36.897,109,10,100,100,77.71477364652922,10Fingers,Code
DVORAK,303,40,28.176,85,11,100,100,80.37144321811002,10Fingers,Dummy
QWERTY,682,111,58.183,114,12,100,100,87.8559807691735,10Fingers,Code
simulation1,351,83,28.766,173,12,100,100,89.32984430466374,10Fingers,Book
QWERTY,286,53,23.178,137,12,100,100,89.15289522551966,10Fingers,Article
simulation3,455,67,35.714,113,13,100,100,89.85446155107546,10Fingers,Code
simulation1,260,36,21.92,99,12,100,100,88.32957006460413,10Fingers,Dummy
simulation1,585,95,43.928,130,13,100,100,92.29398760626886,10Fingers,Code
DVORAK,315,56,23.311,144,14,100,100,88.86455054582352,10Fingers,Code
simulation3,317,21,31.839,40,10,100,100,68.99578936692276,10Fingers,Book
COLEMAK,267,42,20.01,126,13,100,100,88.620757287203,10Fingers,Dummy
DVORAK,481,68,37.412,109,13,100,100,92.82260524059853,10Fingers,Book
simulation3,354,64,26.613,144,13,100,100,94.14130346502282,10Fingers,Code
QWERTY,269,59,23.866,148,11,100,100,92.86149707230419,10Fingers,Code
DVORAK,271,39,25.754,91,11,100,100,75.71796080827528,10Fingers,Book
DVORAK,557,97,40.073,145,14,100,100,80.43010316220808,10Fingers,Article
simulation3,593,94,46.9,120,13,100,100,85.70900150905312,10Fingers,Book
simulation1,267,49,26.835,110,10,100,100,93.97231733436568,10Fingers,Dummy
simulation2,738,116,66.844,104,11,100,100,89.16978387180629,10Fingers,Book
QWERTY,289,41,23.479,105,12,100,100,84.78865046123731,10Fingers,Article
simulation3,280,41,21.89,112,13,100,100,86.98290475899486,10Fingers,Article
simulation1,321,35,27.884,75,12,100,100,54.062701232235284,10Fingers,Article
simulation3,303,48,24.441,118,12,100,100,92.58319982051121,10Fingers,Article
DVORAK,581,74,57.512,77,10,100,100,94.22339766107747,10Fingers,Dummy
DVORAK,352,56,26.753,126,13,100,100,93.78322844913914,10Fingers,Dummy
DVORAK,560,88,43.733,121,13,100,100,90.52165335002975,10Fingers,Code
COLEMAK,352,63,30.47,124,12,100,100,89.64575673250572,10Fingers,Book
simulation2,264,49,22.91,128,12,100,100,92.95661675460423,10Fingers,Code
COLEMAK,514,90,47.03,115,11,100,100,89.8618604521159,10Fingers,Article
DVORAK,284,45,21.984,123,13,100,100,92.04672773043663,10Fingers,Dummy
DVORAK,415,59,31.779,111,13,100,100,83.44928787903368,10Fingers,Book
QWERTY,373,55,30.129,110,12,100,100,86.37988054574569,10Fingers,Code
DVORAK,373,56,34.38,98,11,100,100,72.241673844186,10Fingers,Book
simulation2,262,42,22.311,113,12,100,100,84.02688831712575,10Fingers,Article
DVORAK,566,93,47.671,117,12,100,100,90.90971879685806,10Fingers,Book
COLEMAK,276,54,19.517,166,14,100,100,93.54844333498586,10Fingers,Dummy
simulation2,816,128,74.31,103,11,100,100,91.59000349252864,10Fingers,Article
simulation1,396,65,31.366,124,13,100,100,87.47684630742539,10Fingers,Article
simulation1,311,48,23.219,124,13,100,100,93.34888423261727,10Fingers,Code
COLEMAK,270,36,22.694,95,12,100,100,83.23477375523494,10Fingers,Dummy
simulation2,821,133,78.237,102,10,100,100,93.5556679773968,10Fingers,Code
COLEMAK,524,91,48.38,113,11,100,100,85.75692748775634,10Fingers,Code
COLEMAK,576,92,41.752,132,14,100,100,92.3205568681975,10Fingers,Article
simulation1,303,55,23.543,140,13,100,100,91.39542690168648,10Fingers,Dummy
COLEMAK,834,133,69.083,116,12,100,100,94.24711127206616,10Fingers,Article
COLEMAK,274,46,18.217,152,15,100,100,89.35005672077882,10Fingers,Code
simulation1,537,85,48.078,106,11,100,100,75.47554960790194,10Fingers,Code
DVORAK,268,13,23.99,33,11,100,100,80.78874684267359,10Fingers,Dummy
COLEMAK,589,93,46.269,121,13,100,100,94.30559586371339,10Fingers,Dummy
simulation3,448,65,34.684,112,13,100,100,92.09498031971265,10Fingers,Article
simulation3,599,67,54.193,74,11,100,100,88.76068252358549,10Fingers,Code
QWERTY,311,28,27.714,61,11,100,100,62.42242025059646,10Fingers,Dummy
simulation2,399,59,34.99,101,11,100,100,93.27349098010092,10Fingers,Dummy
DVORAK,390,62,30.429,122,13,100,100,84.9876916662377,10Fingers,Book
simulation1,273,52,21.035,148,13,100,100,88.07877271372647,10Fingers,Article
QWERTY,317,46,30.356,91,10,100,100,91.47730405441042,10Fingers,Book
simulation1,406,75,30.256,149,13,100,100,82.80750388279924,10Fingers,Dummy
DVORAK,633,100,49.304,122,13,100,100,91.9859679388591,10Fingers,Book
COLEMAK,529,96,43.684,132,12,100,100,89.5921529224565,10Fingers,Article
simulation1,276,40,26.599,90,10,100,100,91.84490229930677,10Fingers,Book
simulation1,517,84,42.4,119,12,100,100,80.0396639975811,10Fingers,Book
QWERTY,532,87,41.448,126,13,100,100,91.73449839745041,10Fingers,Dummy
simulation2,660,106,60.776,105,11,100,100,90.80445922436046,10Fingers,Code
QWERTY,266,35,24.701,85,11,100,100,87.37021584081701,10Fingers,Dummy
simulation2,796,130,72.269,108,11,100,100,93.64711591803972,10Fingers,Dummy
DVORAK,309,48,24.247,119,13,100,100,82.2405539487539,10Fingers,Book
DVORAK,550,105,41.299,153,13,100,100,90.94407307472484,10Fingers,Article
DVORAK,656,93,50.302,111,13,100,100,88.37308065693527,10Fingers,Book
simulation3,389,75,31.443,143,12,100,100,78.88643813007472,10Fingers,Article
QWERTY,290,42,23.663,106,12,100,100,78.69485293154992,10Fingers,Code
simulation1,261,27,23.121,70,11,100,100,75.98966579369943,10Fingers,Dummy
simulation1,522,82,38.298,128,14,100,100,89.7771420155473,10Fingers,Book
DVORAK,270,50,19.158,157,14,100,100,89.46243621902549,10Fingers,Book
QWERTY,527,93,40.93,136,13,100,100,92.02727162141449,10Fingers,Book
simulation2,361,64,33.447,115,11,100,100,89.20825173222131,10Fingers,Code
simulation1,398,58,30.242,115,13,100,100,90.20742686252161,10Fingers,Code
DVORAK,285,52,25.266,123,11,100,100,72.83673860608198,10Fingers,Article
COLEMAK,353,58,24.861,140,14,100,100,92.37795810035621,10Fingers,Article
COLEMAK,397,62,33.323,112,12,100,100,89.78487091982021,10Fingers,Article
COLEMAK,510,74,37.614,118,14,100,100,89.15948359288483,10Fingers,Book
QWERTY,272,51,21.695,141,13,100,100,90.49102570031059,10Fingers,Code
simulation3,526,49,58.702,50,9,100,100,71.3707252948061,10Fingers,Article
DVORAK,394,45,35.989,75,11,100,100,90.52785216676003,10Fingers,Code
COLEMAK,547,79,54.445,87,10,100,100,88.05807369191845,10Fingers,Code
simulation2,270,35,27.349,77,10,100,100,51.6125504291278,10Fingers,Code
QWERTY,390,39,39.578,59,10,100,100,76.91969945904819,10Fingers,Dummy
DVORAK,515,83,40.299,124,13,100,100,94.01026643874567,10Fingers,Article
simulation1,332,51,25.031,122,13,100,100,89.12641877003115,10Fingers,Code
simulation3,304,39,26.536,88,11,100,100,66.33137088659078,10Fingers,Book
COLEMAK,502,82,39.83,124,13,100,100,91.00035442664283,10Fingers,Code
simulation2,506,39,51.262,46,10,100,100,77.76970263001705,10Fingers,Book
COLEMAK,360,63,24.841,152,14,100,100,87.10481792949297,10Fingers,Code
QWERTY,508,94,47.216,119,11,100,100,72.44451184731633,10Fingers,Book
simulation3,268,50,20.919,143,13,100,100,89.51812987500901,10Fingers,Dummy
QWERTY,551,80,44.366,108,12,100,100,93.92106822052126,10Fingers,Code
QWERTY,311,19,19.406,59,16,100,100,79.7720547218393,10Fingers,Article
simulation1,376,52,33.457,93,11,100,100,86.25278145863388,10Fingers,Article
QWERTY,876,120,76.002,95,12,100,100,93.8043500493267,10Fingers,Book
simulation1,500,92,38.191,145,13,100,100,91.86119315616939,10Fingers,Book
simulation3,561,94,43.841,129,13,100,100,92.40223087438082,10Fingers,Dummy
simulation1,723,111,56.982,117,13,100,100,89.15371011424097,10Fingers,Dummy
simulation2,787,125,72.229,104,11,100,100,92.39363667995795,10Fingers,Book
simulation3,278,49,21.848,135,13,100,100,84.18643753452685,10Fingers,Code
simulation3,504,84,46.041,109,11,100,100,84.55661655997235,10Fingers,Book
COLEMAK,395,59,29.766,119,13,100,100,91.84063293623645,10Fingers,Dummy
QWERTY,401,76,32.569,140,12,100,100,93.27052492425841,10Fingers,Book
COLEMAK,384,62,29.601,126,13,100,100,92.32399263486123,10Fingers,Article
simulation2,564,78,51.322,91,11,100,100,91.13183885312537,10Fingers,Dummy
simulation2,299,43,25.49,101,12,100,100,88.37598641313802,10Fingers,Dummy
simulation2,476,70,42.474,99,11,100,100,85.95209830899942,10Fingers,Dummy
COLEMAK,437,75,33.404,135,13,100,100,94.10455374286488,10Fingers,Code
QWERTY,377,59,33.399,106,11,100,100,87.88787657260461,10Fingers,Dummy
simulation2,537,91,48.165,113,11,100,100,91.12174759986819,10Fingers,Article
simulation1,414,69,31.401,132,13,100,100,93.03465104932866,10Fingers,Article
simulation3,609,87,50.538,103,12,100,100,89.5996052872537,10Fingers,Code
COLEMAK,365,24,21.674,66,17,100,100,89.24160700486665,10Fingers,Article
simulation1,374,54,35.095,92,11,100,100,85.31917954964666,10Fingers,Code
COLEMAK,359,61,32.006,114,11,100,100,87.94252598437072,10Fingers,Book
QWERTY,503,77,38.38,120,13,100,100,88.34345982720971,10Fingers,Book
QWERTY,269,47,20.512,137,13,100,100,91.29641791850534,10Fingers,Article
simulation1,374,51,30.757,99,12,100,100,93.40515744857657,10Fingers,Dummy
DVORAK,422,66,31.82,124,13,100,100,89.3470016217032,10Fingers,Code
DVORAK,404,58,32.08,108,13,100,100,66.76228387805949,10Fingers,Book
QWERTY,549,89,47.469,112,12,100,100,89.69661723066004,10Fingers,Book
simulation3,270,49,21.291,138,13,100,100,93.86761318478852,10Fingers,Book
simulation2,282,50,23.707,127,12,100,100,91.85709102369228,10Fingers,Dummy
simulation2,522,82,44.481,111,12,100,100,88.06082156498836,10Fingers,Book
QWERTY,261,51,23.16,132,11,100,100,91.71781616948485,10Fingers,Code
simulation1,540,74,57.142,78,9,100,100,89.45468085867995,10Fingers,Book
simulation1,384,82,29.617,166,13,100,100,82.53225170083468,10Fingers,Code
simulation1,284,27,27.11,60,10,100,100,87.7431894636112,10Fingers,Book
QWERTY,277,37,20.625,108,13,100,100,89.76596032468699,10Fingers,Code
simulation3,261,66,22.497,176,12,100,100,90.96727082579832,10Fingers,Dummy
QWERTY,560,79,45.688,104,12,100,100,90.9305020935525,10Fingers,Book
simulation3,520,96,40.071,144,13,100,100,90.63902365303929,10Fingers,Code
DVORAK,514,50,51.574,58,10,100,100,83.9648780346552,10Fingers,Article
simulation1,305,56,23.323,144,13,100,100,91.0546383587174,10Fingers,Code
simulation2,279,40,26.94,89,10,100,100,82.25992090838815,10Fingers,Code
DVORAK,354,55,32.478,102,11,100,100,90.39212816100037,10Fingers,Book
COLEMAK,516,87,42.544,123,12,100,100,89.09086257469095,10Fingers,Article
simulation1,511,80,39.651,121,13,100,100,86.26367043751122,10Fingers,Dummy
simulation2,648,101,59.571,102,11,100,100,89.38339905451808,10Fingers,Book
simulation2,504,69,48.433,85,10,100,100,87.50252769176151,10Fingers,Book
QWERTY,377,69,29.738,139,13,100,100,91.67543281780006,10Fingers,Code
DVORAK,377,44,35.426,75,11,100,100,90.18333269595766,10Fingers,Dummy
COLEMAK,715,121,57.055,127,13,100,100,90.7566068382019,10Fingers,Dummy
DVORAK,358,56,27.507,122,13,100,100,91.37662941697741,10Fingers,Dummy
QWERTY,580,77,47.312,98,12,100,100,93.457225245393,10Fingers,Code
simulation3,362,88,29.513,179,12,100,100,90.74610510771731,10Fingers,Dummy
DVORAK,749,123,60.83,121,12,100,100,93.99901459943385,10Fingers,Book
simulation3,560,105,42.367,149,13,100,100,94.6895299294576,10Fingers,Book
simulation3,542,90,43.613,124,12,100,100,95.1153000233849,10Fingers,Book
DVORAK,361,61,30.1,122,12,100,100,89.11122772089206,10Fingers,Code
DVORAK,383,32,40.422,47,9,100,100,86.81443615104891,10Fingers,Dummy
QWERTY,391,60,32.163,112,12,100,100,93.28334814775899,10Fingers,Dummy
COLEMAK,708,115,56.434,122,13,100,100,93.31937226469849,10Fingers,Article
COLEMAK,541,67,51.829,78,10,100,100,82.34810771590939,10Fingers,Article
