keyboard,letters,words,time,wpm,lps,accuracy,raw_accuracy,consistency,typer,text_type
DVORAK,805,130,65.417,119,12,100,100,89.53482063667305,10Fingers,Code
simulation2,267,29,28.358,61,9,100,100,87.59901673285057,10Fingers,Dummy
QWERTY,493,71,41.523,103,12,100,100,90.82924662688926,10Fingers,Book
DVORAK,274,51,20.802,147,13,100,100,85.97670201210725,10Fingers,Article
simulation3,266,43,22.544,114,12,100,100,81.55644760264288,10Fingers,Dummy
QWERTY,287,51,23.9,128,12,100,100,91.6900199372314,10Fingers,Dummy
QWERTY,670,104,55.058,113,12,100,100,93.58838130029088,10Fingers,Book
simulation3,351,70,28.923,145,12,100,100,91.10550425874501,10Fingers,Book
QWERTY,559,103,45.101,137,12,100,100,92.13182291564041,10Fingers,Dummy
simulation2,411,66,35.245,112,12,100,100,81.9714229767107,10Fingers,Book
simulation1,379,75,31.299,144,12,100,100,92.37683594328328,10Fingers,Article
simulation1,846,120,67.558,107,13,100,100,92.26446941213538,10Fingers,Article
simulation1,308,56,22.747,148,14,100,100,91.24110546451429,10Fingers,Dummy
QWERTY,416,69,32.996,125,13,100,100,91.88465182731909,10Fingers,Dummy
QWERTY,499,78,40.521,115,12,100,100,88.85210829278773,10Fingers,Article
simulation3,265,26,25.152,62,11,100,100,82.57655167977495,10Fingers,Code
COLEMAK,355,44,28.652,92,12,100,100,75.84913142533907,10Fingers,Book
simulation2,529,88,44.645,118,12,100,100,89.63954539695203,10Fingers,Article
DVORAK,272,28,27.118,62,10,100,100,85.36920267545612,10Fingers,Book
DVORAK,355,70,27.886,151,13,100,100,88.75586516258852,10Fingers,Book
simulation2,512,93,44.736,125,11,100,100,91.68556590466622,10Fingers,Code
COLEMAK,364,29,32.839,53,11,100,100,81.89054632879247,10Fingers,Code
DVORAK,271,51,26.75,114,10,100,100,92.29086348356114,10Fingers,Book
simulation1,399,72,28.486,152,14,100,100,91.81745413031385,10Fingers,Article
simulation1,508,72,48.0,90,11,100,100,90.18770931989118,10Fingers,Code
COLEMAK,352,51,31.549,97,11,100,100,59.933948484710584,10Fingers,Book
simulation2,289,49,23.714,124,12,100,100,88.63861642549466,10Fingers,Article
simulation1,289,46,25.502,108,11,100,100,86.56445132456368,10Fingers,Dummy
QWERTY,464,72,38.141,113,12,100,100,92.28214812886353,10Fingers,Dummy
QWERTY,437,75,36.364,124,12,100,100,93.73742104157684,10Fingers,Article
COLEMAK,544,92,40.454,136,13,100,100,91.37490233311114,10Fingers,Code
simulation2,272,34,30.172,68,9,100,100,88.35418527601666,10Fingers,Book
simulation1,308,54,24.693,131,12,100,100,90.783112913312,10Fingers,Article
simulation2,270,46,23.917,115,11,100,100,87.4961844645179,10Fingers,Book
simulation2,522,101,42.807,142,12,100,100,93.78155268832721,10Fingers,Article
simulation3,387,60,30.722,117,13,100,100,92.43826214059378,10Fingers,Code
simulation3,365,42,32.896,77,11,100,100,80.38306865744016,10Fingers,Code
QWERTY,505,82,45.657,108,11,100,100,88.5032184107395,10Fingers,Article
simulation1,417,72,35.269,122,12,100,100,88.45825859229738,10Fingers,Code
simulation1,261,61,23.966,153,11,100,100,90.95755898425536,10Fingers,Book
DVORAK,547,93,41.381,135,13,100,100,80.70605594719802,10Fingers,Article
COLEMAK,519,82,39.549,124,13,100,100,76.57667081628098,10Fingers,Dummy
simulation1,956,137,74.231,111,13,100,100,93.2095552781059,10Fingers,Dummy
DVORAK,756,117,59.084,119,13,100,100,82.90275992677883,10Fingers,Code
COLEMAK,562,93,48.868,114,12,100,100,80.97989511890836,10Fingers,Article
QWERTY,337,49,26.491,111,13,100,100,85.74725804471392,10Fingers,Article
COLEMAK,422,69,33.44,124,13,100,100,90.08832464909095,10Fingers,Code
QWERTY,359,57,33.008,104,11,100,100,90.41430762870446,10Fingers,Code
simulation3,270,34,27.275,75,10,100,100,86.4996038163896,10Fingers,Dummy
COLEMAK,504,82,37.801,130,13,100,100,91.40069643631625,10Fingers,Book
simulation2,274,50,25.514,118,11,100,100,92.75118689044702,10Fingers,Dummy
simulation3,560,79,44.114,107,13,100,100,91.70373868405113,10Fingers,Article
DVORAK,279,46,24.034,115,12,100,100,90.54734999186984,10Fingers,Article
QWERTY,410,67,37.341,108,11,100,100,89.11885340140773,10Fingers,Article
QWERTY,627,84,64.092,79,10,100,100,89.14290891479489,10Fingers,Dummy
QWERTY,677,102,55.671,110,12,100,100,89.71281181926281,10Fingers,Book
COLEMAK,386,73,30.619,143,13,100,100,91.67913972790461,10Fingers,Dummy
simulation1,852,139,67.246,124,13,100,100,88.98359043322156,10Fingers,Dummy
QWERTY,692,105,57.039,110,12,100,100,91.3066136822451,10Fingers,Dummy
simulation1,411,66,31.889,124,13,100,100,84.06603874144687,10Fingers,Code
COLEMAK,520,44,45.883,58,11,100,100,86.84561704985498,10Fingers,Article
QWERTY,311,46,25.118,110,12,100,100,90.12285089027901,10Fingers,Code
COLEMAK,309,20,16.941,71,18,100,100,89.26537813460364,10Fingers,Code
simulation3,358,50,33.757,89,11,100,100,80.6390833394704,10Fingers,Book
simulation1,351,62,25.53,146,14,100,100,89.71272855270796,10Fingers,Article
QWERTY,510,74,39.759,112,13,100,100,86.4587122909883,10Fingers,Dummy
simulation2,745,113,65.27,104,11,100,100,88.1620060844598,10Fingers,Book
QWERTY,512,74,41.25,108,12,100,100,85.42875792232311,10Fingers,Article
simulation1,597,85,51.954,98,11,100,100,86.03085855059585,10Fingers,Code
simulation2,262,53,23.263,137,11,100,100,79.14352899217494,10Fingers,Code
simulation1,356,71,31.861,134,11,100,100,89.66846158549188,10Fingers,Code
simulation2,352,66,35.218,112,10,100,100,86.29731337722595,10Fingers,Book
DVORAK,554,89,41.822,128,13,100,100,89.96422558003323,10Fingers,Book
simulation2,268,45,21.857,124,12,100,100,93.6059820588199,10Fingers,Dummy
simulation3,556,93,42.534,131,13,100,100,91.09507360648132,10Fingers,Code
DVORAK,550,116,53.401,130,10,100,100,87.3600937610603,10Fingers,Code
simulation1,371,39,34.591,68,11,100,100,83.6742855488666,10Fingers,Dummy
simulation2,376,58,31.992,109,12,100,100,85.15118171037943,10Fingers,Code
simulation2,510,93,46.958,119,11,100,100,72.33852192987166,10Fingers,Code
simulation2,400,69,38.287,108,10,100,100,81.53590589707696,10Fingers,Code
DVORAK,302,45,28.316,95,11,100,100,87.24739888501992,10Fingers,Dummy
COLEMAK,726,116,55.985,124,13,100,100,92.95736014178699,10Fingers,Code
COLEMAK,527,90,48.687,111,11,100,100,90.48227429953626,10Fingers,Code
COLEMAK,387,61,34.95,105,11,100,100,86.94327166538302,10Fingers,Dummy
simulation3,749,109,59.104,111,13,100,100,93.94429571622258,10Fingers,Dummy
simulation1,907,142,71.116,120,13,100,100,91.8477217401921,10Fingers,Book
simulation2,294,53,27.337,116,11,100,100,89.4963295313408,10Fingers,Book
COLEMAK,522,83,39.018,128,13,100,100,91.34050960482273,10Fingers,Book
DVORAK,392,71,29.782,143,13,100,100,85.4550045953117,10Fingers,Article
COLEMAK,582,87,43.625,120,13,100,100,91.62410512270583,10Fingers,Article
simulation3,365,59,32.091,110,11,100,100,89.00525052740383,10Fingers,Article
COLEMAK,536,71,50.913,84,11,100,100,90.403157100938,10Fingers,Book
DVORAK,351,61,30.472,120,12,100,100,79.96222196623975,10Fingers,Dummy
simulation2,323,49,28.651,103,11,100,100,91.89323305907293,10Fingers,Article
COLEMAK,501,70,36.799,114,14,100,100,92.46605943524378,10Fingers,Dummy
simulation2,780,119,69.188,103,11,100,100,93.80772450694678,10Fingers,Article
DVORAK,542,79,43.939,108,12,100,100,92.1257413387828,10Fingers,Article
simulation2,498,78,42.486,110,12,100,100,89.67142382520703,10Fingers,Dummy
QWERTY,262,39,22.491,104,12,100,100,93.50064861980036,10Fingers,Dummy
simulation2,756,113,67.991,100,11,100,100,92.70137852174632,10Fingers,Article
simulation2,130,15,10.78,83,12,100,100,78.57028714968648,10Fingers,Code
DVORAK,524,90,43.938,123,12,100,100,86.70328119180533,10Fingers,Dummy
simulation1,350,56,26.538,127,13,100,100,87.41633271125276,10Fingers,Article
DVORAK,364,48,34.56,83,11,100,100,78.82129300986641,10Fingers,Code
COLEMAK,522,74,46.552,95,11,100,100,80.7047797638615,10Fingers,Article
simulation3,519,71,44.421,96,12,100,100,91.0404588703176,10Fingers,Article
QWERTY,238,31,23.069,81,10,100,100,84.25498970479558,10Fingers,Code
simulation1,522,74,43.529,102,12,100,100,75.36942511555367,10Fingers,Book
COLEMAK,502,98,40.397,146,12,100,100,88.67157598066862,10Fingers,Code
DVORAK,523,89,48.497,110,11,100,100,86.13823426197271,10Fingers,Book
simulation1,511,91,41.595,131,12,100,100,95.07148726762199,10Fingers,Dummy
simulation3,375,63,29.0,130,13,100,100,90.77078621047829,10Fingers,Book
COLEMAK,263,41,20.689,119,13,100,100,78.04913801450216,10Fingers,Book
COLEMAK,551,94,39.764,142,14,100,100,91.57051272219982,10Fingers,Book
QWERTY,353,70,30.059,140,12,100,100,93.58428884792154,10Fingers,Article
simulation2,286,43,27.436,94,10,100,100,87.77405738059423,10Fingers,Article
QWERTY,505,74,49.907,89,10,100,100,90.61094072971004,10Fingers,Book
simulation1,287,55,24.672,134,12,100,100,93.96892398631857,10Fingers,Book
simulation3,551,93,42.138,132,13,100,100,91.13239953665583,10Fingers,Book
simulation2,532,86,44.963,115,12,100,100,85.48747462331357,10Fingers,Article
DVORAK,262,38,24.911,92,11,100,100,80.44598598048746,10Fingers,Code
simulation1,288,26,27.384,57,11,100,100,44.09361792523894,10Fingers,Article
COLEMAK,559,94,39.773,142,14,100,100,89.94014817318653,10Fingers,Article
simulation3,375,58,32.044,109,12,100,100,88.70262173210031,10Fingers,Article
simulation3,481,74,36.906,120,13,100,100,92.53400156098982,10Fingers,Dummy
simulation1,332,52,25.96,120,13,100,100,92.151038289929,10Fingers,Article
simulation3,274,47,26.347,107,10,100,100,88.70286731893351,10Fingers,Dummy
COLEMAK,911,131,71.543,110,13,100,100,93.73261943421822,10Fingers,Book
simulation2,273,45,23.929,113,11,100,100,87.2430846668633,10Fingers,Dummy
simulation1,712,111,54.535,122,13,100,100,92.1005318394337,10Fingers,Book
QWERTY,268,47,21.095,134,13,100,100,92.55685032932962,10Fingers,Code
QWERTY,323,39,29.484,79,11,100,100,74.17607112973232,10Fingers,Book
simulation3,553,92,44.179,125,13,100,100,93.59929299615943,10Fingers,Code
simulation3,561,40,54.581,44,10,100,100,85.08386091040529,10Fingers,Code
simulation1,261,70,23.914,176,11,100,100,92.51293492252809,10Fingers,Dummy
simulation3,580,89,44.614,120,13,100,100,87.6501136920978,10Fingers,Article
simulation1,637,91,48.47,113,13,100,100,94.32841284121275,10Fingers,Article
COLEMAK,371,60,28.782,125,13,100,100,90.56141373412669,10Fingers,Dummy
simulation1,569,90,41.927,129,14,100,100,86.65841041295567,10Fingers,Article
simulation2,401,67,34.321,117,12,100,100,93.51176209195387,10Fingers,Code
simulation3,516,101,42.994,141,12,100,100,82.75128221557401,10Fingers,Code
simulation3,384,54,30.956,105,12,100,100,76.06806230708398,10Fingers,Dummy
simulation2,653,99,57.776,103,11,100,100,92.82944306709814,10Fingers,Code
simulation3,537,78,52.655,89,10,100,100,88.26267841664325,10Fingers,Code
DVORAK,529,75,53.984,83,10,100,100,89.19412399038998,10Fingers,Dummy
DVORAK,682,113,53.468,127,13,100,100,95.3263970313402,10Fingers,Book
QWERTY,350,73,27.893,157,13,100,100,93.63505937612837,10Fingers,Article
COLEMAK,577,94,43.856,129,13,100,100,85.18382813919106,10Fingers,Dummy
simulation3,376,58,28.601,122,13,100,100,86.39315619726946,10Fingers,Code
QWERTY,286,37,33.585,66,9,100,100,77.48347487624787,10Fingers,Article
QWERTY,656,96,56.912,101,12,100,100,91.88942790122825,10Fingers,Article
simulation2,466,65,40.885,95,11,100,100,89.68221712029678,10Fingers,Dummy
simulation3,332,52,25.928,120,13,100,100,91.03810770989182,10Fingers,Code
simulation3,354,35,33.875,62,10,100,100,57.249662251935874,10Fingers,Dummy
simulation3,554,87,42.46,123,13,100,100,92.37169696764171,10Fingers,Article
COLEMAK,358,56,33.902,99,11,100,100,88.42798089214513,10Fingers,Code
COLEMAK,513,70,40.874,103,13,100,100,75.60589099160221,10Fingers,Article
simulation3,627,99,50.037,119,13,100,100,90.8060296624408,10Fingers,Code
COLEMAK,307,50,24.697,121,12,100,100,79.88692006687556,10Fingers,Dummy
simulation1,481,70,35.836,117,13,100,100,91.72573439457236,10Fingers,Book
COLEMAK,521,94,39.21,144,13,100,100,93.28057128526348,10Fingers,Article
simulation1,656,93,47.436,118,14,100,100,86.41476152970424,10Fingers,Code
COLEMAK,361,54,32.096,101,11,100,100,79.12728766700178,10Fingers,Article
QWERTY,578,88,46.18,114,13,100,100,90.0458581962284,10Fingers,Dummy
COLEMAK,807,116,61.877,112,13,100,100,95.52974781641831,10Fingers,Article
simulation1,556,80,41.482,116,13,100,100,87.07864434187897,10Fingers,Code
DVORAK,358,53,34.374,93,10,100,100,84.26792824101865,10Fingers,Code
COLEMAK,360,33,35.586,56,10,100,100,44.112110156119876,10Fingers,Code
simulation3,365,72,33.854,128,11,100,100,89.79859858037867,10Fingers,Code
simulation1,261,38,23.854,96,11,100,100,77.25817012217648,10Fingers,Code
COLEMAK,558,84,41.641,121,13,100,100,85.72318895908528,10Fingers,Article
DVORAK,292,51,22.856,134,13,100,100,90.49644759413897,10Fingers,Dummy
COLEMAK,481,68,36.892,111,13,100,100,92.89013094730043,10Fingers,Book
simulation3,562,95,42.731,133,13,100,100,91.59256184676187,10Fingers,Article
simulation1,349,60,27.853,129,13,100,100,92.32059645623865,10Fingers,Article
simulation1,664,96,48.543,119,14,100,100,93.72997929635531,10Fingers,Book
simulation1,364,61,26.367,139,14,100,100,88.89326739706915,10Fingers,Book
simulation1,281,58,22.77,153,12,100,100,90.97743989555883,10Fingers,Article
DVORAK,540,62,37.335,100,14,100,100,86.18396709509238,10Fingers,Book
simulation1,408,68,31.429,130,13,100,100,90.30454324880046,10Fingers,Book
simulation3,525,90,43.072,125,12,100,100,94.23897359913478,10Fingers,Article
COLEMAK,385,62,29.751,125,13,100,100,84.8809284925357,10Fingers,Dummy
simulation1,347,53,27.288,117,13,100,100,92.89503388732146,10Fingers,Article
simulation1,508,76,38.067,120,13,100,100,87.37005242248009,10Fingers,Book
simulation2,263,49,26.439,111,10,100,100,92.61471714337365,10Fingers,Dummy
COLEMAK,522,82,38.585,128,14,100,100,87.2088056159584,10Fingers,Article
simulation1,507,63,46.229,82,11,100,100,91.74608012638717,10Fingers,Book
simulation3,554,105,41.827,151,13,100,100,88.81550898233309,10Fingers,Book
DVORAK,508,89,36.462,146,14,100,100,92.67469924846624,10Fingers,Code
DVORAK,521,52,47.053,66,11,100,100,75.8763674689615,10Fingers,Code
simulation1,513,65,44.638,87,11,100,100,65.07107690947967,10Fingers,Code
COLEMAK,321,55,27.099,122,12,100,100,82.0399132039189,10Fingers,Code
QWERTY,364,64,31.996,120,11,100,100,89.5520932143703,10Fingers,Book
QWERTY,539,93,45.222,123,12,100,100,87.76740454110872,10Fingers,Book
COLEMAK,298,48,21.581,133,14,100,100,94.02342997522756,10Fingers,Dummy
QWERTY,503,76,41.16,111,12,100,100,78.97330966319247,10Fingers,Code
simulation3,502,77,44.075,105,11,100,100,79.94332661367683,10Fingers,Dummy
QWERTY,424,67,35.045,115,12,100,100,89.40165373862948,10Fingers,Book
COLEMAK,554,102,42.951,142,13,100,100,92.78316759140503,10Fingers,Code
simulation1,506,83,42.801,116,12,100,100,84.98664142838166,10Fingers,Article
simulation2,505,68,48.016,85,11,100,100,89.1236322863939,10Fingers,Dummy
simulation1,323,49,25.004,118,13,100,100,87.98848619007808,10Fingers,Code
COLEMAK,507,83,42.687,117,12,100,100,80.5243557848635,10Fingers,Article
simulation1,571,89,43.828,122,13,100,100,92.98900056254105,10Fingers,Article
simulation1,431,66,34.568,115,12,100,100,87.98662413403228,10Fingers,Dummy
simulation1,467,68,35.21,116,13,100,100,90.51614803259898,10Fingers,Dummy
simulation1,627,98,47.06,125,13,100,100,87.92990014095086,10Fingers,Dummy
QWERTY,588,96,48.143,120,12,100,100,90.79749451532153,10Fingers,Code
simulation2,528,60,57.134,63,9,100,100,93.12622677537401,10Fingers,Code
DVORAK,359,29,33.033,53,11,100,100,81.50786447687793,10Fingers,Code
simulation1,502,78,41.562,113,12,100,100,77.15457574569393,10Fingers,Book
COLEMAK,268,53,21.589,147,12,100,100,91.42895463515043,10Fingers,Article
DVORAK,524,68,50.411,81,10,100,100,92.7779525716778,10Fingers,Code
simulation2,357,47,37.309,76,10,100,100,88.63066237176862,10Fingers,Dummy
QWERTY,752,113,61.679,110,12,100,100,91.5787413534756,10Fingers,Article
QWERTY,360,55,32.765,101,11,100,100,74.8789423047539,10Fingers,Code
DVORAK,524,106,46.956,135,11,100,100,85.83704872699244,10Fingers,Code
simulation3,281,38,27.596,83,10,100,100,83.05026013742983,10Fingers,Article
COLEMAK,284,43,22.948,112,12,100,100,81.84029509503637,10Fingers,Dummy
COLEMAK,368,61,27.271,134,13,100,100,87.29416660396025,10Fingers,Book
DVORAK,510,97,37.354,156,14,100,100,90.2628533923655,10Fingers,Article
simulation1,538,61,37.866,97,14,100,100,85.28069031297849,10Fingers,Book
DVORAK,308,51,23.076,133,13,100,100,91.25761402145824,10Fingers,Article
simulation1,597,95,43.499,131,14,100,100,92.55962116848295,10Fingers,Book
simulation3,351,62,27.332,136,13,100,100,94.23668830111517,10Fingers,Book
simulation3,505,76,40.77,112,12,100,100,90.43846923015641,10Fingers,Code
DVORAK,517,105,46.866,134,11,100,100,84.64847928384857,10Fingers,Code
QWERTY,277,42,27.909,90,10,100,100,78.69765646499937,10Fingers,Book
QWERTY,529,91,39.946,137,13,100,100,88.76999011488415,10Fingers,Book
simulation2,359,70,31.656,133,11,100,100,94.23684616442029,10Fingers,Code
simulation3,260,26,24.85,63,10,100,100,69.60389597564122,10Fingers,Article
simulation2,509,87,42.667,122,12,100,100,89.99419649760442,10Fingers,Dummy
simulation1,638,101,47.646,127,13,100,100,93.07314833928717,10Fingers,Article
COLEMAK,566,86,46.152,112,12,100,100,92.0299898629098,10Fingers,Code
simulation1,261,38,22.895,100,11,100,100,90.35024945021279,10Fingers,Dummy
QWERTY,337,50,27.954,107,12,100,100,84.1122842961486,10Fingers,Code
simulation1,391,37,46.977,47,8,100,100,89.40348022295828,10Fingers,Book
QWERTY,546,85,42.449,120,13,100,100,94.41335834616729,10Fingers,Article
simulation1,677,97,51.492,113,13,100,100,89.83371265394182,10Fingers,Book
DVORAK,542,98,40.929,144,13,100,100,85.38522798636806,10Fingers,Code
simulation2,530,96,46.997,123,11,100,100,90.62854304273785,10Fingers,Article
COLEMAK,522,70,40.952,103,13,100,100,87.29497981772558,10Fingers,Dummy
simulation3,590,93,44.787,125,13,100,100,93.65916163862104,10Fingers,Dummy
simulation2,964,146,87.429,100,11,100,100,90.55179489030786,10Fingers,Code
simulation3,288,53,25.854,123,11,100,100,77.8465063106285,10Fingers,Article
COLEMAK,469,67,45.222,89,10,100,100,87.330041911643,10Fingers,Code
simulation3,301,49,22.883,128,13,100,100,89.0521944961073,10Fingers,Dummy
simulation2,746,120,66.739,108,11,100,100,93.58421237231427,10Fingers,Code
COLEMAK,355,64,30.053,128,12,100,100,87.26084022002534,10Fingers,Article
simulation1,594,105,44.036,143,13,100,100,91.68798154040869,10Fingers,Article
simulation2,379,55,37.051,89,10,100,100,88.46428682619921,10Fingers,Article
simulation2,393,62,35.099,106,11,100,100,91.8920093691944,10Fingers,Dummy
simulation3,424,66,34.037,116,12,100,100,86.49262216743453,10Fingers,Code
simulation3,364,39,27.732,84,13,100,100,75.38406517102668,10Fingers,Book
simulation1,380,57,27.66,124,14,100,100,87.20939936894189,10Fingers,Article
simulation1,593,79,45.27,105,13,100,100,93.59455217149035,10Fingers,Article
DVORAK,588,78,49.195,95,12,100,100,81.03860039661126,10Fingers,Article
DVORAK,437,46,41.57,66,11,100,100,78.29283363684921,10Fingers,Dummy
simulation2,754,116,67.666,103,11,100,100,92.7183000676649,10Fingers,Book
COLEMAK,549,90,42.793,126,13,100,100,89.51812170249639,10Fingers,Dummy
COLEMAK,545,84,41.653,121,13,100,100,91.45716452793052,10Fingers,Book
simulation2,544,100,45.529,132,12,100,100,92.28408854556517,10Fingers,Book
simulation2,542,88,50.796,104,11,100,100,87.62506192436108,10Fingers,Dummy
simulation1,397,64,29.539,130,13,100,100,86.8292214699576,10Fingers,Dummy
COLEMAK,768,120,58.774,123,13,100,100,92.13660325524422,10Fingers,Code
simulation3,365,34,34.712,59,11,100,100,87.64030317215318,10Fingers,Article
simulation1,516,71,42.256,101,12,100,100,89.64497158497625,10Fingers,Dummy
COLEMAK,292,44,23.112,114,13,100,100,85.00169219893226,10Fingers,Code
COLEMAK,341,62,28.201,132,12,100,100,82.6745404012888,10Fingers,Code
QWERTY,391,58,39.862,87,10,100,100,85.11119206038458,10Fingers,Dummy
simulation2,407,67,34.493,117,12,100,100,90.81651265705355,10Fingers,Article
simulation2,394,53,34.139,93,12,100,100,94.01456936487133,10Fingers,Article
simulation3,429,62,34.906,107,12,100,100,92.16912054811134,10Fingers,Book
simulation3,284,54,22.265,146,13,100,100,89.55314896292664,10Fingers,Book
QWERTY,288,54,26.928,120,11,100,100,84.09439224445387,10Fingers,Code
COLEMAK,572,72,59.291,73,10,100,100,89.12891851045418,10Fingers,Dummy
simulation1,820,132,64.802,122,13,100,100,95.63063265932892,10Fingers,Code
COLEMAK,264,39,23.347,100,11,100,100,76.8518035507084,10Fingers,Book
simulation2,538,82,46.065,107,12,100,100,93.36441022407811,10Fingers,Book
QWERTY,413,74,32.57,136,13,100,100,88.61786188674128,10Fingers,Article
simulation3,378,62,30.016,124,13,100,100,86.33566455773348,10Fingers,Dummy
DVORAK,353,65,27.121,144,13,100,100,84.81866553763521,10Fingers,Book
QWERTY,414,61,32.905,111,13,100,100,94.44427300004119,10Fingers,Code
simulation2,264,47,24.849,113,11,100,100,78.07408081664416,10Fingers,Code
simulation3,351,48,36.392,79,10,100,100,86.82662926807237,10Fingers,Dummy
simulation3,664,100,52.022,115,13,100,100,92.75075019477435,10Fingers,Dummy
DVORAK,443,66,33.9,117,13,100,100,82.2840116651754,10Fingers,Book
QWERTY,523,104,45.761,136,11,100,100,92.2574543575705,10Fingers,Article
QWERTY,309,25,30.283,50,10,100,100,70.43952950694226,10Fingers,Book
COLEMAK,381,62,31.308,119,12,100,100,88.35608694571938,10Fingers,Code
QWERTY,351,56,30.244,111,12,100,100,89.69915459892428,10Fingers,Dummy
COLEMAK,506,80,38.123,126,13,100,100,90.84974644891948,10Fingers,Article
simulation3,278,40,23.03,104,12,100,100,90.45726497777183,10Fingers,Code
simulation3,369,50,38.912,77,9,100,100,85.37780648997753,10Fingers,Dummy
DVORAK,329,62,24.993,149,13,100,100,88.29063584206365,10Fingers,Article
simulation1,363,54,27.148,119,13,100,100,89.66730655561253,10Fingers,Book
simulation1,266,50,22.003,136,12,100,100,93.75001883216254,10Fingers,Article
simulation2,282,46,27.267,101,10,100,100,91.80976365683541,10Fingers,Book
DVORAK,350,62,25.36,147,14,100,100,90.35223836454739,10Fingers,Code
DVORAK,283,47,27.93,101,10,100,100,92.14532415885873,10Fingers,Code
QWERTY,352,61,34.175,107,10,100,100,88.80631134265292,10Fingers,Code
simulation2,407,38,39.807,57,10,100,100,69.98264389744334,10Fingers,Code
simulation3,276,41,28.335,87,10,100,100,86.64846940392918,10Fingers,Book
COLEMAK,354,64,28.07,137,13,100,100,87.95548646811119,10Fingers,Dummy
DVORAK,362,55,26.522,124,14,100,100,88.9128282667802,10Fingers,Code
DVORAK,412,58,38.533,90,11,100,100,68.63910235657508,10Fingers,Code
COLEMAK,301,24,24.408,59,12,100,100,70.02523668226429,10Fingers,Code
simulation3,350,70,31.004,135,11,100,100,81.4800165003043,10Fingers,Article
QWERTY,396,64,34.978,110,11,100,100,87.01254685499592,10Fingers,Book
DVORAK,554,88,44.658,118,12,100,100,89.52098093514319,10Fingers,Code
QWERTY,390,52,35.053,89,11,100,100,71.10994529698401,10Fingers,Book
simulation2,277,56,26.803,125,10,100,100,88.27095789476465,10Fingers,Dummy
simulation1,299,41,23.146,106,13,100,100,89.56065009633177,10Fingers,Article
COLEMAK,309,48,26.377,109,12,100,100,84.43247758458442,10Fingers,Code
simulation2,375,19,39.25,29,10,100,100,84.00922232382406,10Fingers,Book
QWERTY,540,99,38.423,155,14,100,100,88.62148370204415,10Fingers,Code
simulation3,290,38,29.828,76,10,100,100,83.56554810952056,10Fingers,Code
simulation3,265,57,22.974,149,12,100,100,83.6941554009256,10Fingers,Code
simulation2,360,35,37.476,56,10,100,100,68.85166661533914,10Fingers,Article
QWERTY,287,43,26.654,97,11,100,100,76.51748024641151,10Fingers,Code
DVORAK,508,74,49.466,90,10,100,100,90.77709033326714,10Fingers,Book
simulation3,542,97,40.63,143,13,100,100,86.43956494287342,10Fingers,Book
simulation1,290,49,25.391,116,11,100,100,90.49348724594013,10Fingers,Article
simulation1,281,47,22.381,126,13,100,100,90.68097218759442,10Fingers,Book
QWERTY,503,94,40.791,138,12,100,100,93.10688133184237,10Fingers,Article
QWERTY,390,55,33.931,97,11,100,100,85.81599174198082,10Fingers,Dummy
QWERTY,337,50,27.996,107,12,100,100,84.84671774501584,10Fingers,Code
simulation1,356,43,30.904,83,12,100,100,74.98558602871191,10Fingers,Dummy
QWERTY,537,93,44.341,126,12,100,100,91.01961202610562,10Fingers,Book
simulation1,385,86,30.574,169,13,100,100,93.0295422595787,10Fingers,Dummy
simulation2,914,143,83.463,103,11,100,100,88.020873184612,10Fingers,Dummy
COLEMAK,355,57,26.981,127,13,100,100,88.03068468773175,10Fingers,Book
simulation2,274,53,23.122,138,12,100,100,93.11414112631259,10Fingers,Dummy
DVORAK,725,118,56.177,126,13,100,100,92.70618213655663,10Fingers,Code
DVORAK,358,35,30.696,68,12,100,100,81.71419836272607,10Fingers,Article
COLEMAK,589,84,42.321,119,14,100,100,92.92444818409855,10Fingers,Code
QWERTY,514,67,47.854,84,11,100,100,84.30115497517875,10Fingers,Dummy
simulation3,371,67,28.888,139,13,100,100,91.79897363978533,10Fingers,Book
COLEMAK,563,102,39.546,155,14,100,100,93.3557479190146,10Fingers,Code
simulation3,369,51,32.874,93,11,100,100,86.76286627085877,10Fingers,Article
QWERTY,436,69,34.164,121,13,100,100,85.81619494021021,10Fingers,Code
DVORAK,515,97,44.011,132,12,100,100,89.4226988109449,10Fingers,Dummy
simulation2,563,90,49.793,108,11,100,100,91.74988004893395,10Fingers,Book
simulation1,295,53,22.573,141,13,100,100,92.29309948855915,10Fingers,Article
QWERTY,379,53,29.774,107,13,100,100,86.21817140278651,10Fingers,Article
COLEMAK,426,66,32.145,123,13,100,100,80.29421624818393,10Fingers,Dummy
simulation3,515,83,40.444,123,13,100,100,91.69475591833147,10Fingers,Article
simulation3,379,51,34.778,88,11,100,100,94.73680460575306,10Fingers,Dummy
simulation1,298,48,23.836,121,13,100,100,94.34472600714328,10Fingers,Dummy
simulation3,349,49,26.895,109,13,100,100,87.16597358208888,10Fingers,Article
COLEMAK,287,45,24.576,110,12,100,100,87.9125022158617,10Fingers,Code
simulation1,510,51,43.546,70,12,100,100,85.52797586758818,10Fingers,Book
simulation3,534,93,43.808,127,12,100,100,93.81665695962502,10Fingers,Code
QWERTY,350,62,32.214,115,11,100,100,80.83470115362667,10Fingers,Code
DVORAK,355,58,31.638,110,11,100,100,84.23410338818925,10Fingers,Dummy
simulation1,475,72,35.436,122,13,100,100,89.23196685898232,10Fingers,Book
